"","Code","Sector","SubSector","Date","Weekday","DayofMonth","Month","Year","WeekofYear","DayofYear","Open","High","Low","Close","Volume","Close.Open","Change","High.Low","HMLOL","PriorClose"
"355","8EC","Financial_Services","Investing/Securities_Companies",2017-03-02,"Thursday",2,"March",2017,9,61,1.02,1.02,1.015,1.015,11419,-0.005,"down",0.005,0.00492611,1.005
"356","8EC","Financial_Services","Investing/Securities_Companies",2017-03-03,"Friday",3,"March",2017,9,62,1.01,1.01,1.01,1.01,25000,0,"up",0,0,1.015
"357","8EC","Financial_Services","Investing/Securities_Companies",2017-03-06,"Monday",6,"March",2017,10,65,1.005,1.005,1.005,1.005,0,0,"up",0,0,1.01
"358","8EC","Financial_Services","Investing/Securities_Companies",2017-03-07,"Tuesday",7,"March",2017,10,66,1.01,1.01,1.01,1.01,12500,0,"up",0,0,1.005
"359","8EC","Financial_Services","Investing/Securities_Companies",2017-03-08,"Wednesday",8,"March",2017,10,67,1.01,1.01,1.005,1.005,49985,-0.005,"down",0.005,0.00497512,1.01
"360","8EC","Financial_Services","Investing/Securities_Companies",2017-03-09,"Thursday",9,"March",2017,10,68,1.02,1.02,1,1,14000,-0.02,"down",0.02,0.02,1.005
"361","8EC","Financial_Services","Investing/Securities_Companies",2017-03-10,"Friday",10,"March",2017,10,69,1,1,1,1,290000,0,"up",0,0,1
"362","8EC","Financial_Services","Investing/Securities_Companies",2017-03-13,"Monday",13,"March",2017,11,72,1.01,1.01,1.01,1.01,3000,0,"up",0,0,1
"363","8EC","Financial_Services","Investing/Securities_Companies",2017-03-14,"Tuesday",14,"March",2017,11,73,1.005,1.005,1.005,1.005,0,0,"up",0,0,1.01
"364","8EC","Financial_Services","Investing/Securities_Companies",2017-03-15,"Wednesday",15,"March",2017,11,74,1.01,1.01,1,1.01,105612,0,"up",0.01,0.01,1.005
"365","8EC","Financial_Services","Investing/Securities_Companies",2017-03-16,"Thursday",16,"March",2017,11,75,1.02,1.02,1.02,1.02,27966,0,"up",0,0,1.01
"366","8EC","Financial_Services","Investing/Securities_Companies",2017-03-17,"Friday",17,"March",2017,11,76,1.01,1.01,1.005,1.005,12791,-0.005,"down",0.005,0.00497512,1.02
"367","8EC","Financial_Services","Investing/Securities_Companies",2017-03-20,"Monday",20,"March",2017,12,79,1,1.005,1,1.005,13776,0.005,"up",0.005,0.005,1.005
"368","8EC","Financial_Services","Investing/Securities_Companies",2017-03-21,"Tuesday",21,"March",2017,12,80,1.01,1.01,1.01,1.01,68962,0,"up",0,0,1.005
"369","8EC","Financial_Services","Investing/Securities_Companies",2017-03-22,"Wednesday",22,"March",2017,12,81,1.005,1.01,1.005,1.01,41773,0.005,"up",0.005,0.00497512,1.01
"370","8EC","Financial_Services","Investing/Securities_Companies",2017-03-23,"Thursday",23,"March",2017,12,82,1,1,1,1,0,0,"up",0,0,1.01
"371","8EC","Financial_Services","Investing/Securities_Companies",2017-03-24,"Friday",24,"March",2017,12,83,1.01,1.015,1.01,1.015,33715,0.005,"up",0.005,0.0049505,1
"372","8EC","Financial_Services","Investing/Securities_Companies",2017-03-27,"Monday",27,"March",2017,13,86,1,1,1,1,0,0,"up",0,0,1.015
"373","8EC","Financial_Services","Investing/Securities_Companies",2017-03-28,"Tuesday",28,"March",2017,13,87,1.01,1.03,1,1.03,98066,0.02,"up",0.03,0.03,1
"374","8EC","Financial_Services","Investing/Securities_Companies",2017-03-29,"Wednesday",29,"March",2017,13,88,1.005,1.01,1.005,1.01,313100,0.005,"up",0.005,0.00497512,1.03
"375","8EC","Financial_Services","Investing/Securities_Companies",2017-03-30,"Thursday",30,"March",2017,13,89,1.005,1.005,1.005,1.005,0,0,"up",0,0,1.01
"376","8EC","Financial_Services","Investing/Securities_Companies",2017-03-31,"Friday",31,"March",2017,13,90,1.02,1.02,1.005,1.02,35000,0,"up",0.015,0.0149254,1.005
"377","8EC","Financial_Services","Investing/Securities_Companies",2017-04-03,"Monday",3,"April",2017,14,93,1.01,1.01,1.005,1.01,125000,0,"up",0.005,0.00497512,1.02
"378","8EC","Financial_Services","Investing/Securities_Companies",2017-04-04,"Tuesday",4,"April",2017,14,94,1.02,1.02,1.015,1.015,210588,-0.005,"down",0.005,0.00492611,1.01
"379","8EC","Financial_Services","Investing/Securities_Companies",2017-04-05,"Wednesday",5,"April",2017,14,95,1.015,1.015,1.015,1.015,220915,0,"up",0,0,1.015
"380","8EC","Financial_Services","Investing/Securities_Companies",2017-04-06,"Thursday",6,"April",2017,14,96,1.015,1.02,1.015,1.015,143000,0,"up",0.005,0.00492611,1.015
"381","8EC","Financial_Services","Investing/Securities_Companies",2017-04-07,"Friday",7,"April",2017,14,97,1.015,1.02,1.015,1.02,152759,0.005,"up",0.005,0.00492611,1.015
"382","8EC","Financial_Services","Investing/Securities_Companies",2017-04-10,"Monday",10,"April",2017,15,100,1.02,1.02,1.01,1.01,51000,-0.01,"down",0.01,0.00990099,1.02
"383","8EC","Financial_Services","Investing/Securities_Companies",2017-04-11,"Tuesday",11,"April",2017,15,101,1.01,1.01,1.01,1.01,5000,0,"up",0,0,1.01
"384","8EC","Financial_Services","Investing/Securities_Companies",2017-04-12,"Wednesday",12,"April",2017,15,102,1.02,1.02,1.02,1.02,2940,0,"up",0,0,1.01
"385","8EC","Financial_Services","Investing/Securities_Companies",2017-04-13,"Thursday",13,"April",2017,15,103,1.005,1.005,1.005,1.005,0,0,"up",0,0,1.02
"386","8EC","Financial_Services","Investing/Securities_Companies",2017-04-18,"Tuesday",18,"April",2017,16,108,1.005,1.005,0.97,0.97,30850,-0.035,"down",0.035,0.0360825,1.005
"387","8EC","Financial_Services","Investing/Securities_Companies",2017-04-19,"Wednesday",19,"April",2017,16,109,0.985,1.01,0.985,1.01,160049,0.025,"up",0.025,0.0253807,0.97
"388","8EC","Financial_Services","Investing/Securities_Companies",2017-04-20,"Thursday",20,"April",2017,16,110,0.99,1,0.99,0.99,89725,0,"up",0.01,0.010101,1.01
"389","8EC","Financial_Services","Investing/Securities_Companies",2017-04-21,"Friday",21,"April",2017,16,111,0.99,0.995,0.98,0.995,37477,0.005,"up",0.015,0.0153061,0.99
"390","8EC","Financial_Services","Investing/Securities_Companies",2017-04-24,"Monday",24,"April",2017,17,114,0.995,0.995,0.995,0.995,2999,0,"up",0,0,0.995
"391","8EC","Financial_Services","Investing/Securities_Companies",2017-04-26,"Wednesday",26,"April",2017,17,116,0.99,0.99,0.99,0.99,9746,0,"up",0,0,0.995
"392","8EC","Financial_Services","Investing/Securities_Companies",2017-04-27,"Thursday",27,"April",2017,17,117,0.985,0.985,0.97,0.98,285733,-0.005,"down",0.015,0.0154639,0.99
"393","8EC","Financial_Services","Investing/Securities_Companies",2017-04-28,"Friday",28,"April",2017,17,118,0.98,0.98,0.98,0.98,3649,0,"up",0,0,0.98
"394","8EC","Financial_Services","Investing/Securities_Companies",2017-05-01,"Monday",1,"May",2017,18,121,0.975,0.98,0.975,0.98,150866,0.005,"up",0.005,0.00512821,0.98
"395","8EC","Financial_Services","Investing/Securities_Companies",2017-05-02,"Tuesday",2,"May",2017,18,122,0.96,0.96,0.91,0.91,137500,-0.05,"down",0.05,0.0549451,0.98
"396","8EC","Financial_Services","Investing/Securities_Companies",2017-05-03,"Wednesday",3,"May",2017,18,123,0.87,0.9,0.87,0.9,4200,0.03,"up",0.03,0.0344828,0.91
"397","8EC","Financial_Services","Investing/Securities_Companies",2017-05-04,"Thursday",4,"May",2017,18,124,0.875,0.875,0.875,0.875,0,0,"up",0,0,0.9
"398","8EC","Financial_Services","Investing/Securities_Companies",2017-05-05,"Friday",5,"May",2017,18,125,0.92,0.92,0.92,0.92,1800,0,"up",0,0,0.875
"399","8EC","Financial_Services","Investing/Securities_Companies",2017-05-08,"Monday",8,"May",2017,19,128,0.875,0.875,0.875,0.875,0,0,"up",0,0,0.92
"400","8EC","Financial_Services","Investing/Securities_Companies",2017-05-09,"Tuesday",9,"May",2017,19,129,0.87,0.87,0.87,0.87,0,0,"up",0,0,0.875
"401","8EC","Financial_Services","Investing/Securities_Companies",2017-05-10,"Wednesday",10,"May",2017,19,130,0.87,0.87,0.87,0.87,0,0,"up",0,0,0.87
"402","8EC","Financial_Services","Investing/Securities_Companies",2017-05-11,"Thursday",11,"May",2017,19,131,0.87,0.87,0.87,0.87,10254,0,"up",0,0,0.87
"403","8EC","Financial_Services","Investing/Securities_Companies",2017-05-12,"Friday",12,"May",2017,19,132,0.9,0.91,0.9,0.91,13825,0.01,"up",0.01,0.0111111,0.87
"404","8EC","Financial_Services","Investing/Securities_Companies",2017-05-15,"Monday",15,"May",2017,20,135,0.88,0.88,0.88,0.88,0,0,"up",0,0,0.91
"405","8EC","Financial_Services","Investing/Securities_Companies",2017-05-16,"Tuesday",16,"May",2017,20,136,0.88,0.88,0.88,0.88,0,0,"up",0,0,0.88
"406","8EC","Financial_Services","Investing/Securities_Companies",2017-05-17,"Wednesday",17,"May",2017,20,137,0.88,0.9,0.88,0.9,22365,0.02,"up",0.02,0.0227273,0.88
"407","8EC","Financial_Services","Investing/Securities_Companies",2017-05-18,"Thursday",18,"May",2017,20,138,0.9,0.905,0.9,0.905,42872,0.005,"up",0.005,0.00555556,0.9
"408","8EC","Financial_Services","Investing/Securities_Companies",2017-05-19,"Friday",19,"May",2017,20,139,0.885,0.885,0.885,0.885,0,0,"up",0,0,0.905
"409","8EC","Financial_Services","Investing/Securities_Companies",2017-05-22,"Monday",22,"May",2017,21,142,0.905,0.92,0.9,0.92,4435,0.015,"up",0.02,0.0222222,0.885
"410","8EC","Financial_Services","Investing/Securities_Companies",2017-05-23,"Tuesday",23,"May",2017,21,143,0.92,0.92,0.92,0.92,8263,0,"up",0,0,0.92
"411","8EC","Financial_Services","Investing/Securities_Companies",2017-05-24,"Wednesday",24,"May",2017,21,144,0.92,0.92,0.92,0.92,14650,0,"up",0,0,0.92
"412","8EC","Financial_Services","Investing/Securities_Companies",2017-05-25,"Thursday",25,"May",2017,21,145,0.94,0.95,0.94,0.95,4600,0.01,"up",0.01,0.0106383,0.92
"413","8EC","Financial_Services","Investing/Securities_Companies",2017-05-26,"Friday",26,"May",2017,21,146,0.95,0.95,0.95,0.95,10000,0,"up",0,0,0.95
"414","8EC","Financial_Services","Investing/Securities_Companies",2017-05-29,"Monday",29,"May",2017,22,149,0.92,0.92,0.92,0.92,0,0,"up",0,0,0.95
"415","8EC","Financial_Services","Investing/Securities_Companies",2017-05-30,"Tuesday",30,"May",2017,22,150,0.95,0.95,0.95,0.95,13157,0,"up",0,0,0.92
"416","8EC","Financial_Services","Investing/Securities_Companies",2017-05-31,"Wednesday",31,"May",2017,22,151,0.95,0.95,0.945,0.95,47435,0,"up",0.005,0.00529101,0.95
"417","8EC","Financial_Services","Investing/Securities_Companies",2017-06-01,"Thursday",1,"June",2017,22,152,0.945,0.95,0.945,0.945,16156,0,"up",0.005,0.00529101,0.95
"418","8EC","Financial_Services","Investing/Securities_Companies",2017-06-02,"Friday",2,"June",2017,22,153,0.91,0.945,0.91,0.945,49197,0.035,"up",0.035,0.0384615,0.945
"419","8EC","Financial_Services","Investing/Securities_Companies",2017-06-05,"Monday",5,"June",2017,23,156,0.945,0.945,0.945,0.945,8000,0,"up",0,0,0.945
"420","8EC","Financial_Services","Investing/Securities_Companies",2017-06-06,"Tuesday",6,"June",2017,23,157,0.945,0.945,0.945,0.945,0,0,"up",0,0,0.945
"421","8EC","Financial_Services","Investing/Securities_Companies",2017-06-07,"Wednesday",7,"June",2017,23,158,0.945,0.95,0.945,0.95,12400,0.005,"up",0.005,0.00529101,0.945
"422","8EC","Financial_Services","Investing/Securities_Companies",2017-06-08,"Thursday",8,"June",2017,23,159,0.945,0.945,0.945,0.945,0,0,"up",0,0,0.95
"423","8EC","Financial_Services","Investing/Securities_Companies",2017-06-09,"Friday",9,"June",2017,23,160,0.945,0.945,0.91,0.92,26131,-0.025,"down",0.035,0.0384615,0.945
"424","8EC","Financial_Services","Investing/Securities_Companies",2017-06-13,"Tuesday",13,"June",2017,24,164,0.94,0.94,0.94,0.94,10414,0,"up",0,0,0.92
"425","8EC","Financial_Services","Investing/Securities_Companies",2017-06-14,"Wednesday",14,"June",2017,24,165,0.94,0.94,0.94,0.94,21728,0,"up",0,0,0.94
"426","8EC","Financial_Services","Investing/Securities_Companies",2017-06-15,"Thursday",15,"June",2017,24,166,0.88,0.88,0.88,0.88,0,0,"up",0,0,0.94
"427","8EC","Financial_Services","Investing/Securities_Companies",2017-06-16,"Friday",16,"June",2017,24,167,0.88,0.88,0.88,0.88,0,0,"up",0,0,0.88
"428","8EC","Financial_Services","Investing/Securities_Companies",2017-06-19,"Monday",19,"June",2017,25,170,0.88,0.88,0.88,0.88,0,0,"up",0,0,0.88
"429","8EC","Financial_Services","Investing/Securities_Companies",2017-06-20,"Tuesday",20,"June",2017,25,171,0.91,0.91,0.88,0.88,28001,-0.03,"down",0.03,0.0340909,0.88
"430","8EC","Financial_Services","Investing/Securities_Companies",2017-06-21,"Wednesday",21,"June",2017,25,172,0.93,0.93,0.93,0.93,10500,0,"up",0,0,0.88
"431","8EC","Financial_Services","Investing/Securities_Companies",2017-06-22,"Thursday",22,"June",2017,25,173,0.91,0.91,0.91,0.91,0,0,"up",0,0,0.93
"432","8EC","Financial_Services","Investing/Securities_Companies",2017-06-23,"Friday",23,"June",2017,25,174,0.91,0.91,0.9,0.9,20000,-0.01,"down",0.01,0.0111111,0.91
"433","8EC","Financial_Services","Investing/Securities_Companies",2017-06-26,"Monday",26,"June",2017,26,177,0.9,0.905,0.9,0.9,101732,0,"up",0.005,0.00555556,0.9
"434","8EC","Financial_Services","Investing/Securities_Companies",2017-06-27,"Tuesday",27,"June",2017,26,178,0.9,0.9,0.88,0.9,66141,0,"up",0.02,0.0227273,0.9
"435","8EC","Financial_Services","Investing/Securities_Companies",2017-06-28,"Wednesday",28,"June",2017,26,179,0.86,0.9,0.86,0.9,12303,0.04,"up",0.04,0.0465116,0.9
"436","8EC","Financial_Services","Investing/Securities_Companies",2017-06-29,"Thursday",29,"June",2017,26,180,0.905,0.905,0.9,0.9,116639,-0.005,"down",0.005,0.00555556,0.9
"437","8EC","Financial_Services","Investing/Securities_Companies",2017-06-30,"Friday",30,"June",2017,26,181,0.9,0.9,0.9,0.9,361,0,"up",0,0,0.9
"438","8EC","Financial_Services","Investing/Securities_Companies",2017-07-03,"Monday",3,"July",2017,27,184,0.855,0.855,0.855,0.855,3524,0,"up",0,0,0.9
"439","8EC","Financial_Services","Investing/Securities_Companies",2017-07-04,"Tuesday",4,"July",2017,27,185,0.88,0.88,0.88,0.88,1942,0,"up",0,0,0.855
"440","8EC","Financial_Services","Investing/Securities_Companies",2017-07-05,"Wednesday",5,"July",2017,27,186,0.89,0.89,0.87,0.87,30000,-0.02,"down",0.02,0.0229885,0.88
"441","8EC","Financial_Services","Investing/Securities_Companies",2017-07-06,"Thursday",6,"July",2017,27,187,0.9,0.9,0.875,0.875,21835,-0.025,"down",0.025,0.0285714,0.87
"442","8EC","Financial_Services","Investing/Securities_Companies",2017-07-07,"Friday",7,"July",2017,27,188,0.86,0.9,0.86,0.9,5872,0.04,"up",0.04,0.0465116,0.875
"443","8EC","Financial_Services","Investing/Securities_Companies",2017-07-10,"Monday",10,"July",2017,28,191,0.91,0.93,0.91,0.93,41310,0.02,"up",0.02,0.021978,0.9
"444","8EC","Financial_Services","Investing/Securities_Companies",2017-07-11,"Tuesday",11,"July",2017,28,192,0.93,0.93,0.925,0.925,24998,-0.005,"down",0.005,0.00540541,0.93
"445","8EC","Financial_Services","Investing/Securities_Companies",2017-07-12,"Wednesday",12,"July",2017,28,193,0.925,0.925,0.92,0.92,16370,-0.005,"down",0.005,0.00543478,0.925
"446","8EC","Financial_Services","Investing/Securities_Companies",2017-07-13,"Thursday",13,"July",2017,28,194,0.915,0.93,0.915,0.93,24359,0.015,"up",0.015,0.0163934,0.92
"447","8EC","Financial_Services","Investing/Securities_Companies",2017-07-14,"Friday",14,"July",2017,28,195,0.925,0.925,0.925,0.925,21600,0,"up",0,0,0.93
"448","8EC","Financial_Services","Investing/Securities_Companies",2017-07-17,"Monday",17,"July",2017,29,198,0.88,0.88,0.88,0.88,0,0,"up",0,0,0.925
"449","8EC","Financial_Services","Investing/Securities_Companies",2017-07-18,"Tuesday",18,"July",2017,29,199,0.9,0.9,0.9,0.9,0,0,"up",0,0,0.88
"450","8EC","Financial_Services","Investing/Securities_Companies",2017-07-19,"Wednesday",19,"July",2017,29,200,0.9,0.9,0.9,0.9,10000,0,"up",0,0,0.9
"451","8EC","Financial_Services","Investing/Securities_Companies",2017-07-20,"Thursday",20,"July",2017,29,201,0.89,0.89,0.89,0.89,4990,0,"up",0,0,0.9
"452","8EC","Financial_Services","Investing/Securities_Companies",2017-07-21,"Friday",21,"July",2017,29,202,0.88,0.88,0.88,0.88,0,0,"up",0,0,0.89
"453","8EC","Financial_Services","Investing/Securities_Companies",2017-07-24,"Monday",24,"July",2017,30,205,0.88,0.88,0.88,0.88,0,0,"up",0,0,0.88
"454","8EC","Financial_Services","Investing/Securities_Companies",2017-07-25,"Tuesday",25,"July",2017,30,206,0.925,0.935,0.925,0.935,32250,0.01,"up",0.01,0.0108108,0.88
"455","8EC","Financial_Services","Investing/Securities_Companies",2017-07-26,"Wednesday",26,"July",2017,30,207,0.93,0.94,0.93,0.94,62000,0.01,"up",0.01,0.0107527,0.935
"456","8EC","Financial_Services","Investing/Securities_Companies",2017-07-27,"Thursday",27,"July",2017,30,208,0.94,0.94,0.94,0.94,3524,0,"up",0,0,0.94
"457","8EC","Financial_Services","Investing/Securities_Companies",2017-07-28,"Friday",28,"July",2017,30,209,0.9,0.9,0.9,0.9,460,0,"up",0,0,0.94
"458","8EC","Financial_Services","Investing/Securities_Companies",2017-07-31,"Monday",31,"July",2017,31,212,0.9,0.9,0.9,0.9,0,0,"up",0,0,0.9
"459","8EC","Financial_Services","Investing/Securities_Companies",2017-08-01,"Tuesday",1,"August",2017,31,213,0.905,0.905,0.905,0.905,18690,0,"up",0,0,0.9
"460","8EC","Financial_Services","Investing/Securities_Companies",2017-08-02,"Wednesday",2,"August",2017,31,214,0.905,0.905,0.905,0.905,0,0,"up",0,0,0.905
"461","8EC","Financial_Services","Investing/Securities_Companies",2017-08-03,"Thursday",3,"August",2017,31,215,0.905,0.94,0.905,0.94,10310,0.035,"up",0.035,0.038674,0.905
"462","8EC","Financial_Services","Investing/Securities_Companies",2017-08-04,"Friday",4,"August",2017,31,216,0.905,0.905,0.905,0.905,10000,0,"up",0,0,0.94
"463","8EC","Financial_Services","Investing/Securities_Companies",2017-08-07,"Monday",7,"August",2017,32,219,0.905,0.905,0.9,0.9,49542,-0.005,"down",0.005,0.00555556,0.905
"464","8EC","Financial_Services","Investing/Securities_Companies",2017-08-08,"Tuesday",8,"August",2017,32,220,0.9,0.9,0.89,0.89,5795,-0.01,"down",0.01,0.011236,0.9
"465","8EC","Financial_Services","Investing/Securities_Companies",2017-08-09,"Wednesday",9,"August",2017,32,221,0.92,0.93,0.92,0.93,45000,0.01,"up",0.01,0.0108696,0.89
"466","8EC","Financial_Services","Investing/Securities_Companies",2017-08-10,"Thursday",10,"August",2017,32,222,0.9,0.9,0.9,0.9,0,0,"up",0,0,0.93
"467","8EC","Financial_Services","Investing/Securities_Companies",2017-08-11,"Friday",11,"August",2017,32,223,0.9,0.9,0.9,0.9,5555,0,"up",0,0,0.9
"468","8EC","Financial_Services","Investing/Securities_Companies",2017-08-14,"Monday",14,"August",2017,33,226,0.9,0.9,0.9,0.9,5926,0,"up",0,0,0.9
"469","8EC","Financial_Services","Investing/Securities_Companies",2017-08-15,"Tuesday",15,"August",2017,33,227,0.905,0.905,0.905,0.905,8962,0,"up",0,0,0.9
"470","8EC","Financial_Services","Investing/Securities_Companies",2017-08-16,"Wednesday",16,"August",2017,33,228,0.91,0.91,0.91,0.91,0,0,"up",0,0,0.905
"471","8EC","Financial_Services","Investing/Securities_Companies",2017-08-17,"Thursday",17,"August",2017,33,229,0.92,0.92,0.92,0.92,16000,0,"up",0,0,0.91
"472","8EC","Financial_Services","Investing/Securities_Companies",2017-08-18,"Friday",18,"August",2017,33,230,0.92,0.92,0.92,0.92,4000,0,"up",0,0,0.92
"473","8EC","Financial_Services","Investing/Securities_Companies",2017-08-21,"Monday",21,"August",2017,34,233,0.905,0.905,0.905,0.905,55000,0,"up",0,0,0.92
"474","8EC","Financial_Services","Investing/Securities_Companies",2017-08-22,"Tuesday",22,"August",2017,34,234,0.89,0.91,0.89,0.91,20342,0.02,"up",0.02,0.0224719,0.905
"475","8EC","Financial_Services","Investing/Securities_Companies",2017-08-23,"Wednesday",23,"August",2017,34,235,0.92,0.94,0.92,0.94,93800,0.02,"up",0.02,0.0217391,0.91
"476","8EC","Financial_Services","Investing/Securities_Companies",2017-08-24,"Thursday",24,"August",2017,34,236,0.93,0.93,0.93,0.93,0,0,"up",0,0,0.94
"477","8EC","Financial_Services","Investing/Securities_Companies",2017-08-25,"Friday",25,"August",2017,34,237,0.93,0.93,0.93,0.93,20000,0,"up",0,0,0.93
"478","8EC","Financial_Services","Investing/Securities_Companies",2017-08-28,"Monday",28,"August",2017,35,240,0.895,0.895,0.895,0.895,0,0,"up",0,0,0.93
"479","8EC","Financial_Services","Investing/Securities_Companies",2017-08-29,"Tuesday",29,"August",2017,35,241,0.93,0.93,0.93,0.93,547,0,"up",0,0,0.895
