"","Code","Sector","SubSector","Date","Weekday","DayofMonth","Month","Year","WeekofYear","DayofYear","Open","High","Low","Close","Volume","Close.Open","Change","High.Low","HMLOL","PriorClose"
"16","3DP","Technology","Internet/Online",2017-01-31,"Tuesday",31,"January",2017,5,31,0.024,0.025,0.023,0.023,1230000,-0.001,"down",0.002,0.0869565,0.025
"17","3DP","Technology","Internet/Online",2017-02-01,"Wednesday",1,"February",2017,5,32,0.022,0.022,0.022,0.022,0,0,"up",0,0,0.023
"18","3DP","Technology","Internet/Online",2017-02-02,"Thursday",2,"February",2017,5,33,0.023,0.023,0.023,0.023,521958,0,"up",0,0,0.022
"19","3DP","Technology","Internet/Online",2017-02-03,"Friday",3,"February",2017,5,34,0.023,0.023,0.023,0.023,1150000,0,"up",0,0,0.023
"20","3DP","Technology","Internet/Online",2017-02-06,"Monday",6,"February",2017,6,37,0.023,0.023,0.023,0.023,60216,0,"up",0,0,0.023
"21","3DP","Technology","Internet/Online",2017-02-07,"Tuesday",7,"February",2017,6,38,0.023,0.023,0.023,0.023,63509,0,"up",0,0,0.023
"22","3DP","Technology","Internet/Online",2017-02-08,"Wednesday",8,"February",2017,6,39,0.022,0.022,0.022,0.022,0,0,"up",0,0,0.023
"23","3DP","Technology","Internet/Online",2017-02-09,"Thursday",9,"February",2017,6,40,0.023,0.023,0.022,0.022,546752,-0.001,"down",0.001,0.0454545,0.022
"24","3DP","Technology","Internet/Online",2017-02-10,"Friday",10,"February",2017,6,41,0.021,0.021,0.021,0.021,12751,0,"up",0,0,0.022
"25","3DP","Technology","Internet/Online",2017-02-13,"Monday",13,"February",2017,7,44,0.021,0.021,0.02,0.02,1270000,-0.001,"down",0.001,0.05,0.021
"26","3DP","Technology","Internet/Online",2017-02-14,"Tuesday",14,"February",2017,7,45,0.02,0.02,0.02,0.02,533333,0,"up",0,0,0.02
"27","3DP","Technology","Internet/Online",2017-02-15,"Wednesday",15,"February",2017,7,46,0.02,0.02,0.02,0.02,600000,0,"up",0,0,0.02
"28","3DP","Technology","Internet/Online",2017-02-16,"Thursday",16,"February",2017,7,47,0.02,0.02,0.02,0.02,390915,0,"up",0,0,0.02
"29","3DP","Technology","Internet/Online",2017-02-17,"Friday",17,"February",2017,7,48,0.02,0.02,0.02,0.02,208759,0,"up",0,0,0.02
"30","3DP","Technology","Internet/Online",2017-02-20,"Monday",20,"February",2017,8,51,0.019,0.019,0.018,0.019,427000,0,"up",0.001,0.0555556,0.02
"31","3DP","Technology","Internet/Online",2017-02-21,"Tuesday",21,"February",2017,8,52,0.018,0.019,0.017,0.018,1920000,0,"up",0.002,0.117647,0.019
"32","3DP","Technology","Internet/Online",2017-02-22,"Wednesday",22,"February",2017,8,53,0.019,0.019,0.019,0.019,0,0,"up",0,0,0.018
"33","3DP","Technology","Internet/Online",2017-02-23,"Thursday",23,"February",2017,8,54,0.02,0.021,0.02,0.021,151662,0.001,"up",0.001,0.05,0.019
"34","3DP","Technology","Internet/Online",2017-02-24,"Friday",24,"February",2017,8,55,0.021,0.021,0.02,0.02,215091,-0.001,"down",0.001,0.05,0.021
"35","3DP","Technology","Internet/Online",2017-02-27,"Monday",27,"February",2017,9,58,0.022,0.022,0.02,0.02,110574,-0.002,"down",0.002,0.1,0.02
"36","3DP","Technology","Internet/Online",2017-02-28,"Tuesday",28,"February",2017,9,59,0.021,0.021,0.021,0.021,50000,0,"up",0,0,0.02
"37","3DP","Technology","Internet/Online",2017-03-01,"Wednesday",1,"March",2017,9,60,0.02,0.035,0.019,0.03,4300000,0.01,"up",0.016,0.842105,0.021
"38","3DP","Technology","Internet/Online",2017-03-02,"Thursday",2,"March",2017,9,61,0.03,0.03,0.026,0.026,1050000,-0.004,"down",0.004,0.153846,0.03
"39","3DP","Technology","Internet/Online",2017-03-03,"Friday",3,"March",2017,9,62,0.026,0.032,0.026,0.029,4640000,0.003,"up",0.006,0.230769,0.026
"40","3DP","Technology","Internet/Online",2017-03-06,"Monday",6,"March",2017,10,65,0.031,0.031,0.029,0.03,2360000,-0.001,"down",0.002,0.0689655,0.029
"41","3DP","Technology","Internet/Online",2017-03-07,"Tuesday",7,"March",2017,10,66,0.031,0.031,0.028,0.028,1070000,-0.003,"down",0.003,0.107143,0.03
"42","3DP","Technology","Internet/Online",2017-03-08,"Wednesday",8,"March",2017,10,67,0.028,0.03,0.027,0.027,628551,-0.001,"down",0.003,0.111111,0.028
"43","3DP","Technology","Internet/Online",2017-03-09,"Thursday",9,"March",2017,10,68,0.027,0.027,0.027,0.027,533653,0,"up",0,0,0.027
"44","3DP","Technology","Internet/Online",2017-03-10,"Friday",10,"March",2017,10,69,0.026,0.028,0.026,0.028,454551,0.002,"up",0.002,0.0769231,0.027
"45","3DP","Technology","Internet/Online",2017-03-13,"Monday",13,"March",2017,11,72,0.028,0.028,0.027,0.027,331000,-0.001,"down",0.001,0.037037,0.028
"46","3DP","Technology","Internet/Online",2017-03-14,"Tuesday",14,"March",2017,11,73,0.028,0.029,0.027,0.028,187971,0,"up",0.002,0.0740741,0.027
"47","3DP","Technology","Internet/Online",2017-03-15,"Wednesday",15,"March",2017,11,74,0.028,0.028,0.027,0.028,547301,0,"up",0.001,0.037037,0.028
"48","3DP","Technology","Internet/Online",2017-03-16,"Thursday",16,"March",2017,11,75,0.028,0.03,0.028,0.03,1290000,0.002,"up",0.002,0.0714286,0.028
"49","3DP","Technology","Internet/Online",2017-03-17,"Friday",17,"March",2017,11,76,0.031,0.036,0.03,0.036,4400000,0.005,"up",0.006,0.2,0.03
"50","3DP","Technology","Internet/Online",2017-03-20,"Monday",20,"March",2017,12,79,0.035,0.039,0.034,0.036,2160000,0.001,"up",0.005,0.147059,0.036
"51","3DP","Technology","Internet/Online",2017-03-21,"Tuesday",21,"March",2017,12,80,0.036,0.037,0.032,0.034,826781,-0.002,"down",0.005,0.15625,0.036
"52","3DP","Technology","Internet/Online",2017-03-22,"Wednesday",22,"March",2017,12,81,0.032,0.032,0.03,0.03,808146,-0.002,"down",0.002,0.0666667,0.034
"53","3DP","Technology","Internet/Online",2017-03-23,"Thursday",23,"March",2017,12,82,0.031,0.035,0.031,0.035,1690000,0.004,"up",0.004,0.129032,0.03
"54","3DP","Technology","Internet/Online",2017-03-24,"Friday",24,"March",2017,12,83,0.035,0.038,0.035,0.036,3220000,0.001,"up",0.003,0.0857143,0.035
"55","3DP","Technology","Internet/Online",2017-03-27,"Monday",27,"March",2017,13,86,0.037,0.038,0.035,0.036,2300000,-0.001,"down",0.003,0.0857143,0.036
"56","3DP","Technology","Internet/Online",2017-03-28,"Tuesday",28,"March",2017,13,87,0.035,0.036,0.034,0.036,847496,0.001,"up",0.002,0.0588235,0.036
"57","3DP","Technology","Internet/Online",2017-03-29,"Wednesday",29,"March",2017,13,88,0.036,0.036,0.036,0.036,173424,0,"up",0,0,0.036
"58","3DP","Technology","Internet/Online",2017-03-30,"Thursday",30,"March",2017,13,89,0.035,0.035,0.032,0.032,1140000,-0.003,"down",0.003,0.09375,0.036
"59","3DP","Technology","Internet/Online",2017-03-31,"Friday",31,"March",2017,13,90,0.033,0.033,0.031,0.032,713473,-0.001,"down",0.002,0.0645161,0.032
"60","3DP","Technology","Internet/Online",2017-04-03,"Monday",3,"April",2017,14,93,0.033,0.033,0.03,0.03,618543,-0.003,"down",0.003,0.1,0.032
"61","3DP","Technology","Internet/Online",2017-04-04,"Tuesday",4,"April",2017,14,94,0.03,0.03,0.03,0.03,76718,0,"up",0,0,0.03
"62","3DP","Technology","Internet/Online",2017-04-05,"Wednesday",5,"April",2017,14,95,0.029,0.03,0.027,0.03,944150,0.001,"up",0.003,0.111111,0.03
"63","3DP","Technology","Internet/Online",2017-04-06,"Thursday",6,"April",2017,14,96,0.03,0.03,0.03,0.03,111000,0,"up",0,0,0.03
"64","3DP","Technology","Internet/Online",2017-04-07,"Friday",7,"April",2017,14,97,0.028,0.028,0.028,0.028,191270,0,"up",0,0,0.03
"65","3DP","Technology","Internet/Online",2017-04-10,"Monday",10,"April",2017,15,100,0.03,0.03,0.027,0.027,1000000,-0.003,"down",0.003,0.111111,0.028
"66","3DP","Technology","Internet/Online",2017-04-11,"Tuesday",11,"April",2017,15,101,0.027,0.027,0.026,0.026,864961,-0.001,"down",0.001,0.0384615,0.027
"67","3DP","Technology","Internet/Online",2017-04-12,"Wednesday",12,"April",2017,15,102,0.029,0.029,0.029,0.029,52843,0,"up",0,0,0.026
"68","3DP","Technology","Internet/Online",2017-04-13,"Thursday",13,"April",2017,15,103,0.028,0.028,0.025,0.026,279831,-0.002,"down",0.003,0.12,0.029
"69","3DP","Technology","Internet/Online",2017-04-18,"Tuesday",18,"April",2017,16,108,0.026,0.026,0.026,0.026,159540,0,"up",0,0,0.026
"70","3DP","Technology","Internet/Online",2017-04-19,"Wednesday",19,"April",2017,16,109,0.026,0.027,0.023,0.027,1100000,0.001,"up",0.004,0.173913,0.026
"71","3DP","Technology","Internet/Online",2017-04-20,"Thursday",20,"April",2017,16,110,0.026,0.026,0.025,0.025,300000,-0.001,"down",0.001,0.04,0.027
"72","3DP","Technology","Internet/Online",2017-04-21,"Friday",21,"April",2017,16,111,0.025,0.025,0.025,0.025,13436,0,"up",0,0,0.025
"73","3DP","Technology","Internet/Online",2017-04-24,"Monday",24,"April",2017,17,114,0.027,0.027,0.027,0.027,23806,0,"up",0,0,0.025
"74","3DP","Technology","Internet/Online",2017-04-26,"Wednesday",26,"April",2017,17,116,0.028,0.028,0.028,0.028,22650,0,"up",0,0,0.027
"75","3DP","Technology","Internet/Online",2017-04-27,"Thursday",27,"April",2017,17,117,0.025,0.025,0.025,0.025,0,0,"up",0,0,0.028
"76","3DP","Technology","Internet/Online",2017-04-28,"Friday",28,"April",2017,17,118,0.028,0.028,0.025,0.025,202350,-0.003,"down",0.003,0.12,0.025
"77","3DP","Technology","Internet/Online",2017-05-01,"Monday",1,"May",2017,18,121,0.025,0.025,0.025,0.025,0,0,"up",0,0,0.025
"78","3DP","Technology","Internet/Online",2017-05-02,"Tuesday",2,"May",2017,18,122,0.026,0.026,0.025,0.025,465103,-0.001,"down",0.001,0.04,0.025
"79","3DP","Technology","Internet/Online",2017-05-03,"Wednesday",3,"May",2017,18,123,0.022,0.025,0.022,0.025,444796,0.003,"up",0.003,0.136364,0.025
"80","3DP","Technology","Internet/Online",2017-05-04,"Thursday",4,"May",2017,18,124,0.027,0.028,0.025,0.025,325180,-0.002,"down",0.003,0.12,0.025
"81","3DP","Technology","Internet/Online",2017-05-05,"Friday",5,"May",2017,18,125,0.025,0.028,0.022,0.022,1630000,-0.003,"down",0.006,0.272727,0.025
"82","3DP","Technology","Internet/Online",2017-05-08,"Monday",8,"May",2017,19,128,0.023,0.023,0.023,0.023,0,0,"up",0,0,0.022
"83","3DP","Technology","Internet/Online",2017-05-09,"Tuesday",9,"May",2017,19,129,0.023,0.023,0.023,0.023,0,0,"up",0,0,0.023
"84","3DP","Technology","Internet/Online",2017-05-10,"Wednesday",10,"May",2017,19,130,0.023,0.026,0.023,0.026,628498,0.003,"up",0.003,0.130435,0.023
"85","3DP","Technology","Internet/Online",2017-05-11,"Thursday",11,"May",2017,19,131,0.026,0.026,0.025,0.025,503895,-0.001,"down",0.001,0.04,0.026
"86","3DP","Technology","Internet/Online",2017-05-12,"Friday",12,"May",2017,19,132,0.027,0.027,0.027,0.027,60000,0,"up",0,0,0.025
"87","3DP","Technology","Internet/Online",2017-05-15,"Monday",15,"May",2017,20,135,0.025,0.025,0.024,0.024,200000,-0.001,"down",0.001,0.0416667,0.027
"88","3DP","Technology","Internet/Online",2017-05-16,"Tuesday",16,"May",2017,20,136,0.024,0.024,0.023,0.023,255383,-0.001,"down",0.001,0.0434783,0.024
"89","3DP","Technology","Internet/Online",2017-05-17,"Wednesday",17,"May",2017,20,137,0.022,0.023,0.022,0.022,322952,0,"up",0.001,0.0454545,0.023
"90","3DP","Technology","Internet/Online",2017-05-18,"Thursday",18,"May",2017,20,138,0.022,0.023,0.022,0.023,188788,0.001,"up",0.001,0.0454545,0.022
"91","3DP","Technology","Internet/Online",2017-05-19,"Friday",19,"May",2017,20,139,0.024,0.025,0.024,0.025,365585,0.001,"up",0.001,0.0416667,0.023
"92","3DP","Technology","Internet/Online",2017-05-22,"Monday",22,"May",2017,21,142,0.026,0.027,0.026,0.027,123900,0.001,"up",0.001,0.0384615,0.025
"93","3DP","Technology","Internet/Online",2017-05-23,"Tuesday",23,"May",2017,21,143,0.026,0.026,0.026,0.026,37100,0,"up",0,0,0.027
"94","3DP","Technology","Internet/Online",2017-05-24,"Wednesday",24,"May",2017,21,144,0.026,0.027,0.026,0.026,291185,0,"up",0.001,0.0384615,0.026
"95","3DP","Technology","Internet/Online",2017-05-25,"Thursday",25,"May",2017,21,145,0.026,0.026,0.026,0.026,350000,0,"up",0,0,0.026
"96","3DP","Technology","Internet/Online",2017-05-26,"Friday",26,"May",2017,21,146,0.026,0.028,0.026,0.028,765506,0.002,"up",0.002,0.0769231,0.026
"97","3DP","Technology","Internet/Online",2017-05-29,"Monday",29,"May",2017,22,149,0.028,0.028,0.028,0.028,499999,0,"up",0,0,0.028
"98","3DP","Technology","Internet/Online",2017-05-30,"Tuesday",30,"May",2017,22,150,0.026,0.026,0.025,0.026,920906,0,"up",0.001,0.04,0.028
"99","3DP","Technology","Internet/Online",2017-05-31,"Wednesday",31,"May",2017,22,151,0.026,0.029,0.026,0.026,67035,0,"up",0.003,0.115385,0.026
"100","3DP","Technology","Internet/Online",2017-06-01,"Thursday",1,"June",2017,22,152,0.026,0.026,0.026,0.026,181287,0,"up",0,0,0.026
"101","3DP","Technology","Internet/Online",2017-06-02,"Friday",2,"June",2017,22,153,0.025,0.025,0.024,0.024,247343,-0.001,"down",0.001,0.0416667,0.026
"102","3DP","Technology","Internet/Online",2017-06-05,"Monday",5,"June",2017,23,156,0.024,0.024,0.024,0.024,66667,0,"up",0,0,0.024
"103","3DP","Technology","Internet/Online",2017-06-06,"Tuesday",6,"June",2017,23,157,0.023,0.023,0.023,0.023,399016,0,"up",0,0,0.024
"104","3DP","Technology","Internet/Online",2017-06-07,"Wednesday",7,"June",2017,23,158,0.022,0.022,0.022,0.022,0,0,"up",0,0,0.023
"105","3DP","Technology","Internet/Online",2017-06-08,"Thursday",8,"June",2017,23,159,0.022,0.022,0.022,0.022,0,0,"up",0,0,0.022
"106","3DP","Technology","Internet/Online",2017-06-09,"Friday",9,"June",2017,23,160,0.022,0.023,0.022,0.023,862568,0.001,"up",0.001,0.0454545,0.022
"107","3DP","Technology","Internet/Online",2017-06-13,"Tuesday",13,"June",2017,24,164,0.023,0.025,0.023,0.025,214166,0.002,"up",0.002,0.0869565,0.023
"108","3DP","Technology","Internet/Online",2017-06-14,"Wednesday",14,"June",2017,24,165,0.025,0.025,0.025,0.025,137528,0,"up",0,0,0.025
"109","3DP","Technology","Internet/Online",2017-06-15,"Thursday",15,"June",2017,24,166,0.026,0.026,0.025,0.026,307626,0,"up",0.001,0.04,0.025
"110","3DP","Technology","Internet/Online",2017-06-16,"Friday",16,"June",2017,24,167,0.026,0.026,0.025,0.025,429527,-0.001,"down",0.001,0.04,0.026
"111","3DP","Technology","Internet/Online",2017-06-19,"Monday",19,"June",2017,25,170,0.025,0.025,0.024,0.024,210375,-0.001,"down",0.001,0.0416667,0.025
"112","3DP","Technology","Internet/Online",2017-06-20,"Tuesday",20,"June",2017,25,171,0.024,0.024,0.024,0.024,243368,0,"up",0,0,0.024
"113","3DP","Technology","Internet/Online",2017-06-21,"Wednesday",21,"June",2017,25,172,0.023,0.023,0.023,0.023,0,0,"up",0,0,0.024
"114","3DP","Technology","Internet/Online",2017-06-22,"Thursday",22,"June",2017,25,173,0.023,0.025,0.022,0.025,1130000,0.002,"up",0.003,0.136364,0.023
"115","3DP","Technology","Internet/Online",2017-06-23,"Friday",23,"June",2017,25,174,0.024,0.024,0.023,0.023,450321,-0.001,"down",0.001,0.0434783,0.025
"116","3DP","Technology","Internet/Online",2017-06-26,"Monday",26,"June",2017,26,177,0.022,0.023,0.022,0.023,527321,0.001,"up",0.001,0.0454545,0.023
"117","3DP","Technology","Internet/Online",2017-06-27,"Tuesday",27,"June",2017,26,178,0.022,0.022,0.02,0.02,1030000,-0.002,"down",0.002,0.1,0.023
"118","3DP","Technology","Internet/Online",2017-06-28,"Wednesday",28,"June",2017,26,179,0.022,0.025,0.022,0.025,799674,0.003,"up",0.003,0.136364,0.02
"119","3DP","Technology","Internet/Online",2017-06-29,"Thursday",29,"June",2017,26,180,0.025,0.026,0.025,0.025,312968,0,"up",0.001,0.04,0.025
"120","3DP","Technology","Internet/Online",2017-06-30,"Friday",30,"June",2017,26,181,0.023,0.023,0.023,0.023,0,0,"up",0,0,0.025
"121","3DP","Technology","Internet/Online",2017-07-03,"Monday",3,"July",2017,27,184,0.023,0.023,0.023,0.023,0,0,"up",0,0,0.023
"122","3DP","Technology","Internet/Online",2017-07-04,"Tuesday",4,"July",2017,27,185,0.023,0.023,0.023,0.023,169265,0,"up",0,0,0.023
"123","3DP","Technology","Internet/Online",2017-07-05,"Wednesday",5,"July",2017,27,186,0.023,0.023,0.023,0.023,83333,0,"up",0,0,0.023
"124","3DP","Technology","Internet/Online",2017-07-06,"Thursday",6,"July",2017,27,187,0.024,0.025,0.022,0.022,1250000,-0.002,"down",0.003,0.136364,0.023
"125","3DP","Technology","Internet/Online",2017-07-07,"Friday",7,"July",2017,27,188,0.023,0.024,0.023,0.024,118604,0.001,"up",0.001,0.0434783,0.022
"126","3DP","Technology","Internet/Online",2017-07-10,"Monday",10,"July",2017,28,191,0.025,0.026,0.025,0.026,434272,0.001,"up",0.001,0.04,0.024
"127","3DP","Technology","Internet/Online",2017-07-11,"Tuesday",11,"July",2017,28,192,0.025,0.025,0.025,0.025,0,0,"up",0,0,0.026
"128","3DP","Technology","Internet/Online",2017-07-12,"Wednesday",12,"July",2017,28,193,0.027,0.027,0.026,0.027,255433,0,"up",0.001,0.0384615,0.025
"129","3DP","Technology","Internet/Online",2017-07-13,"Thursday",13,"July",2017,28,194,0.029,0.029,0.028,0.029,520000,0,"up",0.001,0.0357143,0.027
"130","3DP","Technology","Internet/Online",2017-07-14,"Friday",14,"July",2017,28,195,0.029,0.029,0.027,0.027,508568,-0.002,"down",0.002,0.0740741,0.029
"131","3DP","Technology","Internet/Online",2017-07-17,"Monday",17,"July",2017,29,198,0.027,0.027,0.027,0.027,29692,0,"up",0,0,0.027
"132","3DP","Technology","Internet/Online",2017-07-18,"Tuesday",18,"July",2017,29,199,0.028,0.03,0.028,0.03,1140000,0.002,"up",0.002,0.0714286,0.027
"133","3DP","Technology","Internet/Online",2017-07-19,"Wednesday",19,"July",2017,29,200,0.029,0.029,0.028,0.028,257851,-0.001,"down",0.001,0.0357143,0.03
"134","3DP","Technology","Internet/Online",2017-07-20,"Thursday",20,"July",2017,29,201,0.028,0.028,0.028,0.028,399208,0,"up",0,0,0.028
"135","3DP","Technology","Internet/Online",2017-07-21,"Friday",21,"July",2017,29,202,0.028,0.028,0.027,0.027,441927,-0.001,"down",0.001,0.037037,0.028
"136","3DP","Technology","Internet/Online",2017-07-24,"Monday",24,"July",2017,30,205,0.027,0.027,0.027,0.027,129880,0,"up",0,0,0.027
"137","3DP","Technology","Internet/Online",2017-07-25,"Tuesday",25,"July",2017,30,206,0.027,0.027,0.027,0.027,250000,0,"up",0,0,0.027
"138","3DP","Technology","Internet/Online",2017-07-26,"Wednesday",26,"July",2017,30,207,0.028,0.028,0.028,0.028,100000,0,"up",0,0,0.027
"139","3DP","Technology","Internet/Online",2017-07-27,"Thursday",27,"July",2017,30,208,0.028,0.028,0.028,0.028,136172,0,"up",0,0,0.028
"140","3DP","Technology","Internet/Online",2017-07-28,"Friday",28,"July",2017,30,209,0.029,0.029,0.028,0.029,851613,0,"up",0.001,0.0357143,0.028
"141","3DP","Technology","Internet/Online",2017-07-31,"Monday",31,"July",2017,31,212,0.029,0.029,0.028,0.028,946212,-0.001,"down",0.001,0.0357143,0.029
"142","3DP","Technology","Internet/Online",2017-08-01,"Tuesday",1,"August",2017,31,213,0.028,0.028,0.028,0.028,5000,0,"up",0,0,0.028
"143","3DP","Technology","Internet/Online",2017-08-02,"Wednesday",2,"August",2017,31,214,0.028,0.029,0.028,0.028,889088,0,"up",0.001,0.0357143,0.028
"144","3DP","Technology","Internet/Online",2017-08-03,"Thursday",3,"August",2017,31,215,0.027,0.027,0.027,0.027,529635,0,"up",0,0,0.028
"145","3DP","Technology","Internet/Online",2017-08-04,"Friday",4,"August",2017,31,216,0.027,0.027,0.027,0.027,500000,0,"up",0,0,0.027
"146","3DP","Technology","Internet/Online",2017-08-07,"Monday",7,"August",2017,32,219,0.027,0.027,0.027,0.027,60856,0,"up",0,0,0.027
"147","3DP","Technology","Internet/Online",2017-08-08,"Tuesday",8,"August",2017,32,220,0.027,0.027,0.027,0.027,268282,0,"up",0,0,0.027
"148","3DP","Technology","Internet/Online",2017-08-09,"Wednesday",9,"August",2017,32,221,0.027,0.027,0.027,0.027,0,0,"up",0,0,0.027
"149","3DP","Technology","Internet/Online",2017-08-10,"Thursday",10,"August",2017,32,222,0.027,0.028,0.027,0.027,174770,0,"up",0.001,0.037037,0.027
"150","3DP","Technology","Internet/Online",2017-08-11,"Friday",11,"August",2017,32,223,0.027,0.027,0.027,0.027,476594,0,"up",0,0,0.027
"151","3DP","Technology","Internet/Online",2017-08-14,"Monday",14,"August",2017,33,226,0.028,0.028,0.026,0.027,908951,-0.001,"down",0.002,0.0769231,0.027
"152","3DP","Technology","Internet/Online",2017-08-15,"Tuesday",15,"August",2017,33,227,0.028,0.028,0.028,0.028,137571,0,"up",0,0,0.027
"153","3DP","Technology","Internet/Online",2017-08-16,"Wednesday",16,"August",2017,33,228,0.028,0.028,0.028,0.028,1500000,0,"up",0,0,0.028
"154","3DP","Technology","Internet/Online",2017-08-17,"Thursday",17,"August",2017,33,229,0.028,0.029,0.028,0.029,1000000,0.001,"up",0.001,0.0357143,0.028
"155","3DP","Technology","Internet/Online",2017-08-18,"Friday",18,"August",2017,33,230,0.028,0.028,0.027,0.028,271434,0,"up",0.001,0.037037,0.029
"156","3DP","Technology","Internet/Online",2017-08-21,"Monday",21,"August",2017,34,233,0.028,0.028,0.027,0.027,292433,-0.001,"down",0.001,0.037037,0.028
"157","3DP","Technology","Internet/Online",2017-08-22,"Tuesday",22,"August",2017,34,234,0.027,0.027,0.027,0.027,207700,0,"up",0,0,0.027
"158","3DP","Technology","Internet/Online",2017-08-23,"Wednesday",23,"August",2017,34,235,0.028,0.028,0.028,0.028,766001,0,"up",0,0,0.027
"159","3DP","Technology","Internet/Online",2017-08-24,"Thursday",24,"August",2017,34,236,0.027,0.027,0.027,0.027,38737,0,"up",0,0,0.028
"160","3DP","Technology","Internet/Online",2017-08-25,"Friday",25,"August",2017,34,237,0.028,0.029,0.028,0.028,3160000,0,"up",0.001,0.0357143,0.027
"161","3DP","Technology","Internet/Online",2017-08-28,"Monday",28,"August",2017,35,240,0.028,0.028,0.028,0.028,217000,0,"up",0,0,0.028
"162","3DP","Technology","Internet/Online",2017-08-29,"Tuesday",29,"August",2017,35,241,0.028,0.029,0.028,0.029,129555,0.001,"up",0.001,0.0357143,0.028
"163","3DP","Technology","Internet/Online",2017-08-30,"Wednesday",30,"August",2017,35,242,0.029,0.033,0.029,0.032,5150000,0.003,"up",0.004,0.137931,0.029
"164","3DP","Technology","Internet/Online",2017-08-31,"Thursday",31,"August",2017,35,243,0.032,0.032,0.029,0.031,2760000,-0.001,"down",0.003,0.103448,0.032
"165","3DP","Technology","Internet/Online",2017-09-01,"Friday",1,"September",2017,35,244,0.03,0.032,0.03,0.032,1170000,0.002,"up",0.002,0.0666667,0.031
"166","3DP","Technology","Internet/Online",2017-09-04,"Monday",4,"September",2017,36,247,0.032,0.033,0.032,0.033,2180000,0.001,"up",0.001,0.03125,0.032
"167","3DP","Technology","Internet/Online",2017-09-05,"Tuesday",5,"September",2017,36,248,0.033,0.033,0.032,0.033,787190,0,"up",0.001,0.03125,0.033
"168","3DP","Technology","Internet/Online",2017-09-06,"Wednesday",6,"September",2017,36,249,0.031,0.032,0.029,0.031,3140000,0,"up",0.003,0.103448,0.033
"169","3DP","Technology","Internet/Online",2017-09-07,"Thursday",7,"September",2017,36,250,0.031,0.031,0.031,0.031,367000,0,"up",0,0,0.031
"170","3DP","Technology","Internet/Online",2017-09-08,"Friday",8,"September",2017,36,251,0.03,0.03,0.029,0.029,507326,-0.001,"down",0.001,0.0344828,0.031
"171","3DP","Technology","Internet/Online",2017-09-11,"Monday",11,"September",2017,37,254,0.031,0.032,0.029,0.031,9690000,0,"up",0.003,0.103448,0.029
"172","3DP","Technology","Internet/Online",2017-09-12,"Tuesday",12,"September",2017,37,255,0.032,0.035,0.03,0.03,4640000,-0.002,"down",0.005,0.166667,0.031
"173","3DP","Technology","Internet/Online",2017-09-13,"Wednesday",13,"September",2017,37,256,0.031,0.035,0.031,0.033,4000000,0.002,"up",0.004,0.129032,0.03
"174","3DP","Technology","Internet/Online",2017-09-14,"Thursday",14,"September",2017,37,257,0.033,0.036,0.032,0.035,4570000,0.002,"up",0.004,0.125,0.033
